"","fc","rm","tune.args","auc.train","cbi.train","auc.diff.avg","auc.diff.sd","auc.val.avg","auc.val.sd","cbi.val.avg","cbi.val.sd","or.10p.avg","or.10p.sd","or.mtp.avg","or.mtp.sd","AICc","delta.AICc","w.AIC","ncoef"
"94","H","4","fc.H_rm.4",0.935740753424658,0.963,0.0252227393427184,0.0168014566723478,0.93136869047619,0.0284166690741626,0.7311,0.118664279002196,0.101428571428571,0.0713067744653766,0.02,0.0322030594359765,3508.01728504719,65.0355370060206,7.54570254647706e-15,31
"95","P","4","fc.P_rm.4",0.863355136986301,0.959,0.0241096449803378,0.0240590488153164,0.862594928571429,0.031811651374381,0.8867,0.0434665899794825,0.101428571428571,0.0640078258001975,0.00666666666666667,0.0210818510677892,3763.196134255,320.214386213825,2.92628503623262e-70,7
"96","LQ","4","fc.LQ_rm.4",0.887832534246575,0.96,0.0220881468722118,0.0226105156848014,0.886580357142857,0.0290567127090265,0.868,0.0879140994885854,0.101428571428571,0.0713067744653766,0,0,3693.10072718196,250.118979140784,4.86789134413501e-55,8
"97","LP","4","fc.LP_rm.4",0.864196232876712,0.981,0.0235530659347014,0.0234272302972193,0.862972166666667,0.03090764290312,0.8804,0.0768030670683867,0.108571428571429,0.0642729754182161,0.00666666666666667,0.0210818510677892,3755.79917885202,312.817430810846,1.18180298807348e-68,7
"98","QH","4","fc.QH_rm.4",0.936380479452055,0.96,0.0247597130878028,0.0165867927567067,0.932468023809524,0.0279905897213866,0.768,0.120310708861126,0.101428571428571,0.0713067744653766,0.0133333333333333,0.0281091347570523,3491.52225563878,48.5405075976046,2.88104344060135e-11,26
"99","QP","4","fc.QP_rm.4",0.874072945205479,0.972,0.0239167872261327,0.0214251105078944,0.873023452380952,0.030661753646438,0.8843,0.0667400429527382,0.108571428571429,0.0642729754182161,0.00666666666666667,0.0210818510677892,3743.6921046616,300.710356620429,5.02994041217696e-66,8
"100","HP","4","fc.HP_rm.4",0.936238698630137,0.954,0.0254242301394534,0.0159578974815911,0.932124785714286,0.0280809020536514,0.7561,0.126359671836653,0.101428571428571,0.0713067744653766,0.02,0.0322030594359765,3498.68914113538,55.7073930942042,8.00350821142691e-13,28
"101","LQH","4","fc.LQH_rm.4",0.936003767123288,0.971,0.0249260821106374,0.0165366624476248,0.931736261904762,0.027959616946933,0.7753,0.0931248266217625,0.108095238095238,0.0774710505184378,0.0133333333333333,0.0281091347570523,3504.16198269693,61.1802346557588,5.18642317974188e-14,29
"102","LQP","4","fc.LQP_rm.4",0.892843493150685,0.973,0.0225537067264796,0.0216536831917185,0.892966642857143,0.0288079290503665,0.8769,0.0612126530129914,0.108571428571429,0.0642729754182161,0.00666666666666667,0.0210818510677892,3685.51373595771,242.531987916537,2.1618974400976e-53,11
"103","LQHP","4","fc.LQHP_rm.4",0.936971575342466,0.945,0.0246692798734345,0.0161063595773306,0.932813452380952,0.0275209718482933,0.7826,0.137703546311149,0.101428571428571,0.0713067744653766,0.0133333333333333,0.0281091347570523,3507.24332031873,64.2615722775627,1.11112773083606e-14,31
"104","LQHPT","4","fc.LQHPT_rm.4",0.939788698630137,0.95,0.0268668820842008,0.0161459395931879,0.933027833333333,0.0287115387093294,0.7084,0.189708665531593,0.115238095238095,0.0770062151261339,0.02,0.0322030594359765,3491.91833401201,48.9365859708378,2.36342856766605e-11,31
"105","L","4.5","fc.L_rm.4.5",0.796929794520548,0.813,0.0223210257344437,0.0125230419503595,0.79493530952381,0.024118819299872,0.742,0.0843590211207103,0.101428571428571,0.0713067744653766,0.00666666666666667,0.0210818510677892,3919.38395598065,476.402207939476,3.55272889785074e-104,5
"106","Q","4.5","fc.Q_rm.4.5",0.784528424657534,0.86,0.0196284172119229,0.0111913812145675,0.783096738095238,0.0215620526729373,0.7454,0.11079630960561,0.101904761904762,0.0710643270139674,0.00666666666666667,0.0210818510677892,3921.79761497443,478.815866933257,1.06277829785841e-104,5
"107","H","4.5","fc.H_rm.4.5",0.934578424657534,0.959,0.0254829331647996,0.0170769736193952,0.930464642857143,0.0287577121224225,0.7156,0.152214906555757,0.101428571428571,0.0713067744653766,0.02,0.0322030594359765,3518.62893059088,75.6471825497115,3.7446404943991e-17,32
"108","P","4.5","fc.P_rm.4.5",0.862322260273973,0.958,0.0243206148590595,0.0239772597136223,0.861490357142857,0.0319031553976903,0.8899,0.0439506035857934,0.108571428571429,0.0642729754182161,0.00666666666666667,0.0210818510677892,3769.42525133105,326.443503289879,1.29921504141364e-71,7
"109","LQ","4.5","fc.LQ_rm.4.5",0.879840753424658,0.962,0.0226246672532302,0.022978710525665,0.878616547619048,0.0298839651271625,0.877,0.0856387762640266,0.115714285714286,0.0624941418267394,0,0,3721.41033677904,278.428588737863,3.46726678608645e-61,8
"110","LP","4.5","fc.LP_rm.4.5",0.862691438356164,0.976,0.0232737603433462,0.0233893290970151,0.861565214285714,0.0306919023567334,0.8804,0.0782065640893823,0.108571428571429,0.0642729754182161,0.00666666666666667,0.0210818510677892,3762.89313391477,319.911385873598,3.40496235230114e-70,7
"111","QH","4.5","fc.QH_rm.4.5",0.935429109589041,0.971,0.024878524478702,0.0168452462438432,0.931769976190476,0.0282116406704367,0.7731,0.125454241325938,0.101428571428571,0.0713067744653766,0.0133333333333333,0.0281091347570523,3507.35629796123,64.3745499200531,1.0501013171658e-14,29
"112","QP","4.5","fc.QP_rm.4.5",0.868536643835616,0.961,0.0243954874508443,0.0220578992798454,0.867363976190476,0.0308273450102106,0.8719,0.0628904691595723,0.108571428571429,0.0642729754182161,0.00666666666666667,0.0210818510677892,3756.41619369965,313.434445658479,8.68084520268493e-69,7
"113","HP","4.5","fc.HP_rm.4.5",0.935483219178082,0.958,0.0254319768100856,0.0160553978019305,0.931404833333333,0.028132880762922,0.7598,0.129056232360592,0.101428571428571,0.0713067744653766,0.0133333333333333,0.0281091347570523,3514.48848086498,71.5067328238092,2.96822872543962e-16,31
"114","LQH","4.5","fc.LQH_rm.4.5",0.935347602739726,0.984,0.0249160083027659,0.0165401851231926,0.931328785714286,0.0279106149455196,0.7745,0.111006756551122,0.101428571428571,0.0713067744653766,0.00666666666666667,0.0210818510677892,3510.68258749467,67.7008394534955,1.99038279259528e-15,29
"115","LQP","4.5","fc.LQP_rm.4.5",0.882844863013699,0.967,0.0231863426109514,0.0216394873130321,0.88355030952381,0.0288195899905185,0.8657,0.0618278074799501,0.108571428571429,0.0642729754182161,0.00666666666666667,0.0210818510677892,3719.41368348703,276.431935445859,9.40925011191139e-61,11
"116","LQHP","4.5","fc.LQHP_rm.4.5",0.936325,0.952,0.024574633943029,0.0161733129750176,0.932382071428571,0.0274294592582211,0.7683,0.135783365042343,0.101428571428571,0.0713067744653766,0.0133333333333333,0.0281091347570523,3509.72503357342,66.743285532249,3.21267504980757e-15,30
"117","LQHPT","4.5","fc.LQHPT_rm.4.5",0.938908561643836,0.952,0.0267530055186544,0.016581287972062,0.932186214285714,0.0288566682361937,0.7229,0.180359178677808,0.115238095238095,0.0770062151261339,0.02,0.0322030594359765,3516.89391270128,73.9121646601116,8.91588538985848e-17,36
"118","L","5","fc.L_rm.5",0.797969520547945,0.821,0.022337739210535,0.0126270671294506,0.795863976190476,0.0242061571572007,0.7499,0.082938330503252,0.101428571428571,0.0713067744653766,0.00666666666666667,0.0210818510677892,3919.86879568461,476.88704764344,2.78792100850767e-104,5
"119","Q","5","fc.Q_rm.5",0.784052397260274,0.86,0.019565359266052,0.0113333067775369,0.7826095,0.021603650770457,0.7484,0.112913142626436,0.101904761904762,0.0710643270139674,0.00666666666666667,0.0210818510677892,3922.5020568212,479.520308780024,7.47265744237554e-105,5
"120","H","5","fc.H_rm.5",0.933576369863014,0.962,0.0256392420111695,0.0174270481726383,0.929758428571429,0.0290626321893466,0.717,0.169698425318432,0.101428571428571,0.0713067744653766,0.02,0.0322030594359765,3522.87953544108,79.8977873999052,4.47098295144561e-18,31
"121","P","5","fc.P_rm.5",0.86125102739726,0.958,0.0244781712682992,0.0238926031730454,0.860313261904762,0.031971433048382,0.8912,0.0536030679055676,0.108571428571429,0.0642729754182161,0.00666666666666667,0.0210818510677892,3775.76981982362,332.788071782449,5.444719323577e-73,7
"122","LQ","5","fc.LQ_rm.5",0.869768150684932,0.976,0.0231785245117478,0.02304937628296,0.869970547619048,0.0301554267890216,0.8806,0.0771538146244961,0.108571428571429,0.0715448788530546,0,0,3752.39305872615,309.411310684977,6.48895364035231e-68,8
"123","LP","5","fc.LP_rm.5",0.861394863013699,0.974,0.0230033303344238,0.0232694030629625,0.859965785714286,0.0303737888297069,0.8703,0.080148542649813,0.101904761904762,0.05675352375895,0,0,3769.15143906982,326.169691028643,1.48983652387603e-71,7
"124","QH","5","fc.QH_rm.5",0.93454897260274,0.983,0.0250388225686527,0.0171445598124898,0.931131928571429,0.0284292032439008,0.7718,0.131888673593384,0.101428571428571,0.0713067744653766,0.00666666666666667,0.0210818510677892,3507.69320340292,64.7114553617503,8.87305382684654e-15,27
"125","QP","5","fc.QP_rm.5",0.867019520547945,0.957,0.0245543285995175,0.0219577852058669,0.865808880952381,0.0308942373450845,0.8728,0.062864581089478,0.108571428571429,0.0642729754182161,0.00666666666666667,0.0210818510677892,3763.53847128676,320.55672324559,2.46592057686725e-70,7
"126","HP","5","fc.HP_rm.5",0.93473595890411,0.956,0.025530470531377,0.0163354630162977,0.930861214285714,0.0283443376141551,0.7702,0.124506849432292,0.101428571428571,0.0713067744653766,0.0133333333333333,0.0281091347570523,3514.40747790848,71.4257298673051,3.09091407530537e-16,29
"127","LQH","5","fc.LQH_rm.5",0.934569520547945,0.983,0.0247891539109745,0.0168410699543818,0.930608547619048,0.0279685435205743,0.7935,0.13045326962386,0.108095238095238,0.0774710505184378,0.00666666666666667,0.0210818510677892,3508.29716641442,65.315418373244,6.56030777287194e-15,26
"128","LQP","5","fc.LQP_rm.5",0.876036643835616,0.95,0.023803554327352,0.0220657374219867,0.874459119047619,0.0304027823468089,0.8731,0.0654513390067596,0.108571428571429,0.0642729754182161,0.00666666666666667,0.0210818510677892,3736.5845597585,293.602811717328,1.7577074999135e-64,9
"129","LQHP","5","fc.LQHP_rm.5",0.935873630136986,0.964,0.0245514153283104,0.0164671789655993,0.931844595238095,0.0275654352374364,0.7675,0.133093325652842,0.101428571428571,0.0713067744653766,0.00666666666666667,0.0210818510677892,3509.59544328835,66.6136952471784,3.42773290321394e-15,28
"130","LQHPT","5","fc.LQHPT_rm.5",0.937895547945205,0.952,0.0269130847790886,0.016975079642541,0.9312735,0.0291356777688155,0.7569,0.13926988188406,0.115238095238095,0.0770062151261339,0.02,0.0322030594359765,3501.41533751985,58.4335894786818,2.04783221949131e-13,29
