"","fc","rm","tune.args","auc.train","cbi.train","auc.diff.avg","auc.diff.sd","auc.val.avg","auc.val.sd","cbi.val.avg","cbi.val.sd","or.10p.avg","or.10p.sd","or.mtp.avg","or.mtp.sd","AICc","delta.AICc","w.AIC","ncoef"
"12","LQHP","0.5","fc.LQHP_rm.0.5",0.923045286885246,0.985,0.0214284317662931,0.0182401067542764,0.912304341666667,0.0242928224081981,0.8711,0.0790477352265354,0.126333333333333,0.0632201718081879,0.00416666666666667,0.0131761569173682,6130.37738456943,86.8351153242138,6.09586955181439e-20,76
"13","LQHPT","0.5","fc.LQHPT_rm.0.5",0.947748770491803,0.968,0.0412247849418846,0.0261927483114591,0.907399458333333,0.0245411471412737,0.8664,0.0620254428082183,0.2005,0.0743118636990067,0.00416666666666667,0.0131761569173682,6137.13134300929,93.5890737640793,2.081767499477e-21,103
"14","L","1","fc.L_rm.1",0.77939487704918,0.934,0.0200147031859693,0.0138401919412638,0.777571241666667,0.0227151672864071,0.83,0.0474505590647313,0.102333333333333,0.0437811617417445,0.004,0.0126491106406735,6536.87768057498,493.335411329766,3.27052852364421e-108,5
"15","Q","1","fc.Q_rm.1",0.781618237704918,0.974,0.0138749527916148,0.0141576998239422,0.779052558333333,0.0183614968672727,0.8204,0.0813595586134646,0.106166666666667,0.0573975200565493,0.004,0.0126491106406735,6551.84450864362,508.302239398409,1.83913038772322e-111,5
"16","H","1","fc.H_rm.1",0.918964344262295,0.982,0.0219657490141137,0.0152885660281357,0.910022775,0.0239602749335012,0.8802,0.0603762278458077,0.118333333333333,0.0547891581597295,0.00416666666666667,0.0131761569173682,6151.72762118819,108.185351942976,1.40893412917414e-24,76
"17","P","1","fc.P_rm.1",0.820562090163934,0.964,0.02121782790577,0.018644972859086,0.817989675,0.026000793252929,0.8627,0.0658230793702162,0.101666666666667,0.0567265478816392,0.004,0.0126491106406735,6447.71138522875,404.169115983532,7.53065863493053e-89,7
"18","LQ","1","fc.LQ_rm.1",0.886790368852459,0.985,0.0247012001349108,0.0116056723868485,0.884252208333333,0.0267959655472026,0.8875,0.0599782367937645,0.102333333333333,0.0548972103453691,0.004,0.0126491106406735,6137.3400264977,93.7977572524851,1.87550048292893e-21,10
"19","LP","1","fc.LP_rm.1",0.820974385245902,0.965,0.0203118514632628,0.0195657482191153,0.817868941666667,0.0259255701576068,0.8759,0.0588792549771706,0.0976666666666667,0.0534731962393252,0.004,0.0126491106406735,6436.29389319271,392.751623947498,2.27043909143907e-86,8
"20","QH","1","fc.QH_rm.1",0.919053483606557,0.982,0.0219909096824408,0.0152850377126906,0.909793708333333,0.0239783159166021,0.877,0.0673085763067712,0.118333333333333,0.0547891581597295,0.00416666666666667,0.0131761569173682,6173.16455047406,129.622281228844,3.11831971481573e-29,81
"21","QP","1","fc.QP_rm.1",0.875082172131148,0.938,0.0230682277604815,0.0193835204763591,0.872433441666667,0.0277072175210043,0.8648,0.0476510463916819,0.106166666666667,0.0836735647149012,0.004,0.0126491106406735,6235.42581063942,191.883541394206,9.42019249451823e-43,12
"22","HP","1","fc.HP_rm.1",0.918215778688525,0.982,0.021420327407638,0.0156055800617775,0.909730458333333,0.0237323680974797,0.8774,0.0629659519987677,0.1185,0.0587338104827804,0.00416666666666667,0.0131761569173682,6132.25341708529,88.7111478400702,2.38594473508413e-20,71
"23","LQH","1","fc.LQH_rm.1",0.918436680327869,0.984,0.0218617309568285,0.0153114793311658,0.909552641666667,0.0239662289150916,0.8641,0.0772865519421789,0.1225,0.0496546716810522,0.00416666666666667,0.0131761569173682,6139.73245686574,96.1901876205211,5.67031945265734e-22,73
"24","LQP","1","fc.LQP_rm.1",0.892619467213115,0.976,0.0236113687733499,0.0133407962396413,0.891037541666667,0.0261353410060978,0.9027,0.0403486196927616,0.106333333333333,0.0614576035738218,0.004,0.0126491106406735,6137.09136086258,93.5490916173603,2.12380303407981e-21,13
"25","LQHP","1","fc.LQHP_rm.1",0.918331352459016,0.983,0.0215508544312993,0.0153663215932499,0.909517691666667,0.0236119030028658,0.868,0.0756262740939505,0.126666666666667,0.0552100366613549,0.00416666666666667,0.0131761569173682,6128.1628624215,84.620593176287,1.84464602025376e-19,70
"26","LQHPT","1","fc.LQHPT_rm.1",0.929307991803279,0.975,0.0267267848381071,0.0172377543922216,0.909376208333333,0.0233054864190886,0.8456,0.0643949618457152,0.143,0.0634394821955111,0.00416666666666667,0.0131761569173682,6046.75340868595,3.21113944073477,0.0878519296800403,61
"27","L","1.5","fc.L_rm.1.5",0.779749795081967,0.934,0.0199794754358655,0.0137665025893427,0.777882941666667,0.0226339642765808,0.8272,0.0492336831402603,0.102333333333333,0.0437811617417445,0.004,0.0126491106406735,6537.24339922489,493.701129979677,2.72397517529884e-108,5
"28","Q","1.5","fc.Q_rm.1.5",0.782238319672131,0.979,0.0133456817040266,0.0139071863522833,0.779716225,0.0177643817846678,0.823,0.0725840508958025,0.106,0.0632416490363708,0.004,0.0126491106406735,6552.70486438745,509.16259514223,1.19615826171734e-111,5
"29","H","1.5","fc.H_rm.1.5",0.913715573770492,0.959,0.0239053568389373,0.0127392632052352,0.905893625,0.0249122532572584,0.8729,0.0675712792373933,0.1025,0.0396064747169724,0.00816666666666667,0.0172213261415628,6200.27489878802,156.73262954281,4.04560337404665e-35,82
"30","P","1.5","fc.P_rm.1.5",0.818586270491803,0.956,0.020793377532171,0.0180349917043183,0.816300725,0.0251444710873469,0.8663,0.057352806770414,0.101666666666667,0.0567265478816392,0.004,0.0126491106406735,6454.3256450182,410.783375772981,2.75781225554903e-90,7
"31","LQ","1.5","fc.LQ_rm.1.5",0.881028893442623,0.934,0.0253511553652968,0.0124190682787584,0.879250408333333,0.0265330261557005,0.885,0.0601590484558317,0.1105,0.0576336342986379,0.004,0.0126491106406735,6190.80396011957,147.261690874355,4.60862640632286e-33,10
"32","LP","1.5","fc.LP_rm.1.5",0.817964549180328,0.961,0.0203373689809049,0.0187354823879409,0.814635341666667,0.0252630664245346,0.858,0.0649427097952923,0.106,0.050167620269022,0.004,0.0126491106406735,6448.05006044586,404.507791200644,6.35756153603375e-89,9
"33","QH","1.5","fc.QH_rm.1.5",0.91358381147541,0.963,0.0240731593088419,0.012785178417719,0.905270875,0.0251162478258735,0.8778,0.050494884229329,0.1025,0.0396064747169724,0.00816666666666667,0.0172213261415628,6145.57604357828,102.033774333064,3.05273281306882e-23,69
"34","QP","1.5","fc.QP_rm.1.5",0.871784221311475,0.955,0.0221461655354919,0.0198392886020601,0.867676408333333,0.0273447606869849,0.8801,0.0455886194375551,0.110333333333333,0.0692811413243884,0.004,0.0126491106406735,6256.77150569327,213.229236448059,2.18223235321527e-47,12
"35","HP","1.5","fc.HP_rm.1.5",0.912978893442623,0.966,0.0231939171544209,0.0133085256027223,0.905205958333333,0.0245318253755831,0.8629,0.0593641305840488,0.1065,0.0473263557715707,0.00816666666666667,0.0172213261415628,6146.54838726429,103.006118019076,1.87735777738289e-23,69
"36","LQH","1.5","fc.LQH_rm.1.5",0.912926844262295,0.965,0.0239336015670403,0.0132102977659851,0.904810841666667,0.025092224932116,0.8737,0.0609791403313917,0.1025,0.0396064747169724,0.00816666666666667,0.0172213261415628,6147.02620629241,103.483937047194,1.47839322119929e-23,69
"37","LQP","1.5","fc.LQP_rm.1.5",0.889563319672131,0.979,0.0230252224263179,0.0139115708355473,0.884624758333333,0.0248301294666568,0.9035,0.0452775391950088,0.1105,0.0642143882188485,0.008,0.025298221281347,6169.16093904553,125.618669800313,2.30830831499576e-28,15
"38","LQHP","1.5","fc.LQHP_rm.1.5",0.912769467213115,0.964,0.0233778993669573,0.0129465397471774,0.905003408333333,0.024643484632661,0.8765,0.0484062668119188,0.106666666666667,0.039557740264262,0.00816666666666667,0.0172213261415628,6121.97465532779,78.4323860825707,4.0706628720082e-18,62
"39","LQHPT","1.5","fc.LQHPT_rm.1.5",0.923823565573771,0.986,0.0245207662204234,0.0154536209311234,0.907435425,0.0233711795961766,0.8598,0.0492562460788252,0.138833333333333,0.063079657655036,0.00416666666666667,0.0131761569173682,6044.23921086788,0.696941622662962,0.308817871051278,52
"40","L","2","fc.L_rm.2",0.780098975409836,0.933,0.0199484736820257,0.0136963643043603,0.778184566666667,0.0225616690144773,0.826,0.0482516551241739,0.102333333333333,0.0437811617417445,0.004,0.0126491106406735,6537.67872662087,494.136457375658,2.19115450669436e-108,5
"41","Q","2","fc.Q_rm.2",0.782746106557377,0.975,0.0128145831361561,0.0137914012149093,0.780205291666667,0.0173104436811167,0.8234,0.0710183074988415,0.106,0.0632416490363708,0.004,0.0126491106406735,6553.82960209178,510.287332846565,6.81639822910222e-112,5
"42","H","2","fc.H_rm.2",0.910466393442623,0.958,0.0246224702469904,0.0120543366548197,0.903528458333333,0.0254232263852419,0.8697,0.0763283113340726,0.1025,0.0396064747169724,0.00816666666666667,0.0172213261415628,6182.44607283167,138.903803586458,3.00928741336395e-31,74
"43","P","2","fc.P_rm.2",0.816341598360656,0.95,0.0206635903175591,0.0172959115985179,0.814113325,0.0244816918806728,0.861,0.0526223442190778,0.109833333333333,0.0589698081360703,0.004,0.0126491106406735,6461.06371049016,417.52144124495,9.49319431874886e-92,7
"44","LQ","2","fc.LQ_rm.2",0.868522131147541,0.932,0.0250227476234952,0.014760019928629,0.867638625,0.0269052342520233,0.9056,0.0492639151238849,0.102333333333333,0.0548972103453691,0.004,0.0126491106406735,6267.56175298617,224.019483740954,9.90440889195139e-50,10
"45","LP","2","fc.LP_rm.2",0.815652663934426,0.958,0.0205260834682441,0.0176233612855408,0.812615091666667,0.0248722322505269,0.8472,0.0688328087147078,0.110166666666667,0.0570274462836065,0.004,0.0126491106406735,6453.42675452748,409.884485282263,4.32271185592229e-90,8
"46","QH","2","fc.QH_rm.2",0.909846106557377,0.941,0.0248343798982981,0.012040085967893,0.902273958333333,0.0255123826081478,0.8748,0.0696033204827343,0.106666666666667,0.039557740264262,0.00816666666666667,0.0172213261415628,6104.34252307565,60.8002538304345,2.74431529887439e-14,52
"47","QP","2","fc.QP_rm.2",0.865406352459016,0.961,0.0211907386986301,0.0193342998935009,0.861033975,0.0258877058699676,0.9023,0.0380206084468235,0.118666666666667,0.0561787271368447,0.008,0.025298221281347,6294.76459415979,251.222324914578,1.22689290359316e-55,12
"48","HP","2","fc.HP_rm.2",0.909531762295082,0.96,0.0239642963989207,0.0130314488702325,0.902676725,0.0251691522955751,0.8706,0.0653421762722975,0.1025,0.0396064747169724,0.004,0.0126491106406735,6110.69425290407,67.1519836588595,1.14597039758552e-15,54
"49","LQH","2","fc.LQH_rm.2",0.909382172131148,0.957,0.0246320459007887,0.0123570023615251,0.901979175,0.0254285257268207,0.8784,0.0638804438863031,0.106666666666667,0.039557740264262,0.00816666666666667,0.0172213261415628,6119.076558682,75.5342894367805,1.73371947112004e-17,56
"50","LQP","2","fc.LQP_rm.2",0.885317827868852,0.97,0.0230597867891241,0.0153088059889232,0.878680325,0.026738889763847,0.8977,0.0361541452979077,0.106333333333333,0.0582343074819409,0.008,0.025298221281347,6202.27839049755,158.736121252332,1.48569822958931e-35,13
"51","LQHP","2","fc.LQHP_rm.2",0.909157581967213,0.954,0.0241671497405562,0.0122403546130408,0.902473591666667,0.0250918544329312,0.8907,0.0560635552049834,0.106666666666667,0.039557740264262,0.004,0.0126491106406735,6123.68042192314,80.138152677926,1.73485277923313e-18,57
"52","LQHPT","2","fc.LQHPT_rm.2",0.918988319672131,0.98,0.02370797541511,0.0138074406690583,0.905467641666667,0.0233635850222003,0.8564,0.0554881368702657,0.118333333333333,0.0614284688896236,0.00416666666666667,0.0131761569173682,6046.01274082097,2.47047157575525,0.127228758285878,46
"53","L","2.5","fc.L_rm.2.5",0.780399795081967,0.927,0.0199334029784143,0.013587705476128,0.778514258333333,0.0225028064908967,0.8263,0.0450087645785672,0.102333333333333,0.0437811617417445,0.004,0.0126491106406735,6538.18517352491,494.642904279694,1.70098096846249e-108,5
"54","Q","2.5","fc.Q_rm.2.5",0.783051434426229,0.974,0.0124317371212121,0.0137565405596378,0.780527275,0.0170401867167784,0.8215,0.0669431765670624,0.102,0.0576537129531477,0.004,0.0126491106406735,6555.1620506968,511.619781451584,3.50120400560454e-112,5
"55","H","2.5","fc.H_rm.2.5",0.908218032786885,0.952,0.0249075366645911,0.0115925767294269,0.901587875,0.0255786484241978,0.8606,0.068770471699544,0.106666666666667,0.039557740264262,0.004,0.0126491106406735,6133.43289106815,89.8906218229367,1.32294216589645e-20,57
"56","P","2.5","fc.P_rm.2.5",0.814181147540984,0.942,0.021097319935658,0.0165805716103425,0.812045058333333,0.0245355175169417,0.8504,0.0588768960534511,0.101833333333333,0.0501445441562886,0.004,0.0126491106406735,6468.80963996574,425.267370720528,1.9742636819704e-93,7
"57","LQ","2.5","fc.LQ_rm.2.5",0.856105532786885,0.937,0.0233490800228311,0.015448016307585,0.854294541666667,0.0255602380073557,0.8944,0.0674441332593956,0.098,0.0639965276835826,0.004,0.0126491106406735,6316.95562726352,273.41335801831,1.86245180027302e-60,9
"58","LP","2.5","fc.LP_rm.2.5",0.813912090163934,0.954,0.0207142631278539,0.017163619263647,0.810861408333333,0.0247082642605508,0.8454,0.0722544885187842,0.11,0.0595196823966038,0.004,0.0126491106406735,6460.73476698353,417.192497738318,1.11902952561884e-91,8
"59","QH","2.5","fc.QH_rm.2.5",0.907615778688525,0.936,0.0251863409609797,0.0114930496624581,0.900530575,0.0257571606613989,0.884,0.0604501631281688,0.106666666666667,0.039557740264262,0.00816666666666667,0.0172213261415628,6092.51578571112,48.9735164659005,1.01526027824076e-11,43
"60","QP","2.5","fc.QP_rm.2.5",0.854871516393443,0.98,0.0212282569012038,0.0183730239533741,0.851384575,0.0268503825038405,0.901,0.0423687515878284,0.102166666666667,0.0475903948188324,0.008,0.025298221281347,6339.66943092385,296.127161678633,2.17693391695894e-65,11
"61","HP","2.5","fc.HP_rm.2.5",0.907341598360656,0.956,0.0244517961706102,0.0125075607953798,0.900707708333333,0.0255808541817022,0.8686,0.06829706354514,0.106666666666667,0.039557740264262,0.004,0.0126491106406735,6089.45342636395,45.9111571187386,4.69418582757758e-11,43
"62","LQH","2.5","fc.LQH_rm.2.5",0.907164959016393,0.961,0.0248981161789124,0.0123213067521346,0.899867358333333,0.0258552090025971,0.8885,0.0501602985991467,0.1065,0.0512404763810124,0.004,0.0126491106406735,6120.11311620621,76.5708469609917,1.03250751244638e-17,52
"63","LQP","2.5","fc.LQP_rm.2.5",0.873603073770492,0.99,0.0233472150581154,0.0141187750980393,0.870468375,0.0271775770596877,0.9063,0.0473616112713896,0.102,0.0606589331660186,0.008,0.025298221281347,6268.53597430716,224.993705061948,6.08525930982533e-50,14
"64","LQHP","2.5","fc.LQHP_rm.2.5",0.906879303278688,0.952,0.0245275447488584,0.011940082840337,0.900151633333333,0.0255030561878388,0.8996,0.0501446795671175,0.106666666666667,0.039557740264262,0.004,0.0126491106406735,6100.10322343461,56.5609541893982,2.28552632187709e-13,45
"65","LQHPT","2.5","fc.LQHPT_rm.2.5",0.914599795081967,0.97,0.0232527424138647,0.0136073510662158,0.903415641666667,0.0235185545220942,0.877,0.0533624920290981,0.110666666666667,0.0432848731881425,0.00816666666666667,0.0172213261415628,6043.54226924521,0,0.437563789781041,39
"66","L","3","fc.L_rm.3",0.780682991803279,0.929,0.0198824683789955,0.0134725294150018,0.778809725,0.0223884103718525,0.8241,0.0468341043827394,0.102333333333333,0.0437811617417445,0.004,0.0126491106406735,6538.76056979074,495.218300545528,1.27571523760235e-108,5
"67","Q","3","fc.Q_rm.3",0.783238729508197,0.968,0.0126892618410129,0.0132782288050384,0.780717025,0.0169331570219956,0.8283,0.0644671320217606,0.102,0.0576537129531477,0.004,0.0126491106406735,6556.66312226575,513.12085302053,1.652965795866e-112,5
"68","H","3","fc.H_rm.3",0.906201639344262,0.955,0.0250401568389373,0.0115121123605026,0.899999808333333,0.0257303327909093,0.8632,0.0632662802938676,0.1065,0.0473263557715707,0.004,0.0126491106406735,6113.89509645565,70.3528272104395,2.31269868392279e-16,47
"69","P","3","fc.P_rm.3",0.81179118852459,0.945,0.0210771595786633,0.0155996642891214,0.809711525,0.0240156501287827,0.8556,0.0450140718738782,0.105833333333333,0.0564934717084993,0.004,0.0126491106406735,6474.62507055608,431.082801310867,1.07795454700305e-94,6
"70","LQ","3","fc.LQ_rm.3",0.8458875,0.941,0.0216284948422582,0.0154943937524747,0.843255175,0.0240457774904031,0.8729,0.087304639052,0.102166666666667,0.0579806800517143,0.004,0.0126491106406735,6352.23294155046,308.690672305243,4.07111693241528e-68,8
"71","LP","3","fc.LP_rm.3",0.812021926229508,0.959,0.0210743136674969,0.0166658425044837,0.809123491666667,0.0247026293551162,0.8514,0.075503053654214,0.105833333333333,0.0598106580369654,0.004,0.0126491106406735,6468.49845386384,424.956184618626,2.30663225047066e-93,8
"72","QH","3","fc.QH_rm.3",0.906196516393443,0.947,0.0254993868721461,0.0117099206067296,0.899424608333333,0.02616090686307,0.8769,0.0616755849407023,0.110666666666667,0.0468923116180989,0.004,0.0126491106406735,6101.70695233409,58.1646830888703,1.02504025592078e-13,43
"73","QP","3","fc.QP_rm.3",0.846477254098361,0.97,0.0213906016293068,0.017162002698819,0.842911758333333,0.025257196366032,0.8775,0.0525277704330449,0.102166666666667,0.0511898548011996,0.008,0.025298221281347,6369.60781316952,326.065543924307,6.86764982185443e-72,11
"74","HP","3","fc.HP_rm.3",0.90596618852459,0.963,0.0246697535388128,0.0125155058783806,0.899533841666667,0.0258845597244829,0.8747,0.0646461307598701,0.106666666666667,0.039557740264262,0.004,0.0126491106406735,6093.47072299962,49.9284537544054,6.29818476995668e-12,41
"75","LQH","3","fc.LQH_rm.3",0.905328893442623,0.951,0.0250392880344541,0.0121632140004547,0.898754941666667,0.0260635033128386,0.8801,0.0572314016369802,0.1065,0.0512404763810124,0.004,0.0126491106406735,6085.40888828254,41.8666190373251,3.54666821809713e-10,37
"76","LQP","3","fc.LQP_rm.3",0.863276024590164,0.985,0.0227451096824408,0.0153803970155862,0.858313125,0.0253685402225578,0.899,0.0376799386647295,0.110166666666667,0.0627135856665882,0.008,0.025298221281347,6314.09155949446,270.54929024925,7.79847090314074e-60,12
"77","LQHP","3","fc.LQHP_rm.3",0.905268237704918,0.961,0.0247628518576172,0.0123168113515989,0.899028608333333,0.0259958077112792,0.8897,0.0563048251336716,0.110666666666667,0.0468923116180989,0.004,0.0126491106406735,6087.94303958581,44.4007703405941,9.9893355010649e-11,38
"78","LQHPT","3","fc.LQHPT_rm.3",0.911562909836066,0.969,0.0238764330946451,0.0124308788685725,0.901348291666667,0.0240354765428919,0.8813,0.0500911391587596,0.110666666666667,0.0432848731881425,0.00816666666666667,0.0172213261415628,6048.51349761903,4.97122837381085,0.03643785888807,35
"79","L","3.5","fc.L_rm.3.5",0.780984221311475,0.932,0.0197909132108759,0.0134121173569418,0.779035491666667,0.0222685398325841,0.8265,0.0461886229377851,0.102333333333333,0.0437811617417445,0.004,0.0126491106406735,6539.40380387608,495.861534630862,9.24862639186409e-109,5
"80","Q","3.5","fc.Q_rm.3.5",0.783221106557377,0.967,0.0129285478725612,0.012892796012345,0.780754608333333,0.016879846842401,0.8246,0.0689818011426846,0.102,0.0542046875108431,0.004,0.0126491106406735,6558.31724397816,514.774974732941,7.2289613194551e-113,5
"81","H","3.5","fc.H_rm.3.5",0.905068852459016,0.969,0.0254721748858447,0.0116047028468531,0.898939116666667,0.0262966213136044,0.8587,0.0720000771604525,0.1065,0.0473263557715707,0.004,0.0126491106406735,6093.92012455302,50.3778553078064,5.03070776734196e-12,37
"82","P","3.5","fc.P_rm.3.5",0.808901844262295,0.973,0.0209775096409298,0.014579349532552,0.806791091666667,0.0235269006470519,0.8572,0.0515187128893742,0.101833333333333,0.0598426434518784,0.004,0.0126491106406735,6481.99494511454,438.452675869326,2.70553104867288e-96,6
"83","LQ","3.5","fc.LQ_rm.3.5",0.833822336065574,0.954,0.0209020096409299,0.0157493340817601,0.830934558333333,0.0240519622039697,0.8759,0.0738985039692204,0.106166666666667,0.0606652930247417,0.008,0.0168654808542314,6392.42429986865,348.882030623432,7.62554709608908e-77,8
"84","LP","3.5","fc.LP_rm.3.5",0.80949487704918,0.985,0.0211780308322956,0.0154201007998232,0.806984375,0.0241084569321655,0.8527,0.0747723210820689,0.101833333333333,0.053854227111507,0.004,0.0126491106406735,6476.55978777155,433.017518526337,4.09715074820884e-95,8
"85","QH","3.5","fc.QH_rm.3.5",0.905017008196721,0.956,0.0256021530821918,0.0115484354899935,0.898353625,0.0263729222533443,0.8706,0.0733821049938834,0.110666666666667,0.0468923116180989,0.004,0.0126491106406735,6099.06147882031,55.519209575099,3.84767335703074e-13,39
"86","QP","3.5","fc.QP_rm.3.5",0.835010040983607,0.98,0.0214896170091324,0.016155067457588,0.832659291666667,0.0241111375879671,0.882,0.0641543278179873,0.098,0.0468699277091057,0.004,0.0126491106406735,6409.9921108263,366.449841581085,1.16807123379203e-80,11
"87","HP","3.5","fc.HP_rm.3.5",0.904668237704918,0.963,0.0250987100145288,0.0126735015696043,0.898316658333333,0.0263780705086037,0.8675,0.0727892696609726,0.1065,0.0473263557715707,0.008,0.025298221281347,6094.15728347765,50.6150142324386,4.46818024232239e-12,38
"88","LQH","3.5","fc.LQH_rm.3.5",0.903882991803279,0.964,0.0253998238584475,0.0123678894236999,0.897564558333333,0.026497888210814,0.8677,0.0641163005794938,0.1065,0.0473263557715707,0.004,0.0126491106406735,6095.18327321861,51.6410039733973,2.67509889733434e-12,37
"89","LQP","3.5","fc.LQP_rm.3.5",0.843626844262295,0.977,0.0217879852117061,0.0161059861359709,0.842562475,0.0246738435758524,0.8776,0.0588032500991418,0.106,0.0598619811743936,0.004,0.0126491106406735,6380.613133303,337.070864057786,2.79919555486239e-74,11
"90","LQHP","3.5","fc.LQHP_rm.3.5",0.904023975409836,0.966,0.0251942160336239,0.0123714993735219,0.897744591666667,0.0264109542080499,0.8813,0.0546342383492257,0.1065,0.0473263557715707,0.008,0.025298221281347,6100.05210211243,56.5098328672102,2.34469890918422e-13,39
"91","LQHPT","3.5","fc.LQHPT_rm.3.5",0.909105532786885,0.976,0.0244688055936073,0.0119427893031189,0.899771325,0.02475547980397,0.8767,0.0868984720489632,0.1105,0.0465212682013477,0.004,0.0126491106406735,6054.23177338273,10.6895041375119,0.00208855080687221,31
"92","L","4","fc.L_rm.4",0.781286680327869,0.929,0.0196957095994188,0.0132690941437258,0.779327925,0.0221116756983492,0.8265,0.0471504683610531,0.106333333333333,0.0472633807560761,0.004,0.0126491106406735,6540.11842717874,496.576157933523,6.46991771815219e-109,5
"93","Q","4","fc.Q_rm.4",0.783120286885246,0.965,0.0131032622146119,0.0125636359093684,0.780609291666667,0.0168541063577756,0.8241,0.0717920608424079,0.098,0.0544829795599359,0.008,0.025298221281347,6560.09449245561,516.552223210395,2.97270146785919e-113,5
"94","H","4","fc.H_rm.4",0.903897950819672,0.983,0.0258753785699461,0.0116259590205952,0.897819441666667,0.0268067771438127,0.8671,0.0679418869328782,0.1065,0.0473263557715707,0.004,0.0126491106406735,6124.22806925144,80.6858000062284,1.3192968327231e-18,44
"95","P","4","fc.P_rm.4",0.805646926229508,0.979,0.0209692297945205,0.0142555230042962,0.803501141666667,0.0234649201951002,0.8513,0.0468094245021472,0.106,0.0598619811743936,0.004,0.0126491106406735,6489.42678776252,445.884518517301,6.58337200057348e-98,6
"96","LQ","4","fc.LQ_rm.4",0.819032581967213,0.964,0.020104225373599,0.0157737273168103,0.817343625,0.0232131988225,0.8676,0.0938689393664261,0.105833333333333,0.0598106580369654,0.008,0.0168654808542314,6436.98319154268,393.440922297463,1.60853539134691e-86,8
"97","LP","4","fc.LP_rm.4",0.807474385245902,0.988,0.0213285493669573,0.0145650924857271,0.804853058333333,0.0236572981638576,0.8418,0.0722384938934915,0.101833333333333,0.053854227111507,0.004,0.0126491106406735,6480.92366138607,437.381392140854,4.62252031187911e-96,7
"98","QH","4","fc.QH_rm.4",0.903545286885246,0.973,0.0259061840493981,0.0117950946462404,0.897203008333333,0.0268146594965769,0.8687,0.0936661328573164,0.1065,0.0473263557715707,0.004,0.0126491106406735,6094.314480245,50.7722109997858,4.13043545076877e-12,33
